WorkOrderName,DateTime_Received,Address,Cross_Street,ZipCode,Comment,Latitude,Longitude,SubCategory,Hour,Minute,Year,Month,Day,Weekday
WO-0000109509,2019-02-12 17:36:28,1190 S 9th St,,95112,cs E Humboldt vac cleaner & box of clothes,37.322657,-121.868887,Unknown,17,36,2019,2,12,1
WO-0000252964,2017-10-19 01:40:02,1807 Rock Springs Drive  San Jose  California 95112  United States,,95112,Two couches on park strips,37.317988,-121.855394,Furniture,1,40,2017,10,19,3
WO-0000446615,2017-11-11 17:29:56,4380 Wessex Dr  San Jose  CA 95136  USA,,95136,Again  people on Wessex like to dump their junk. Now it blocks a FIRE HYDRANT. This is a VERY dangerous situation making it difficult for fire fights to  put out a house fire  should this occur. PLEASE have it removed as soon as possible. Thank you,37.267558,-121.865171,Garbage and Debris,17,29,2017,11,11,5
WO-0000304464,2020-07-17 02:49:54,498 S 13th St  San Jose  CA 95112  USA,,95112,Someone continues to dump unwanted furniture at the side of my house on William Street.  There is currently a broken shelf cart that needs to be removed. It was dumped onto my parking strip and was crushing a plant.  It is now in the street.,37.334606,-121.872234,Unknown,2,49,2020,7,17,4
WO-0000385444,2016-12-12 11:14:08,708 Colleen Drive  San Jose  CA 95123  USA,,95123,Against the foothills,37.22969,-121.83697,Mattress,11,14,2016,12,12,0
WO-0000035441,2017-05-16 03:55:33,803 Hillsdale Avenue  San Jose  CA 95136,,95136,Boxes  plastic  fabric  junk on Hillsdale Ave west of Narvaez,37.27988,-121.8655,Unknown,3,55,2017,5,16,1
WO-0000407999,2016-07-19 13:14:16,Fontaine Road & Aldrich Way,,95121,garbage bags  small wooden trailer  misc garbage along sound wall.,37.311124,-121.823789,Garbage and Debris,13,14,2016,7,19,1
WO-0000167049,2021-11-10 03:02:25,2508 Brahms Avenue  San Jose  California 95122  United States,,95122,Piece of aluminum.,37.322313,-121.820333,Unknown,3,2,2021,11,10,2
WO-0000114631,2017-01-17 11:22:59,3553  San Felipe Road  San Jose  California  95135  United States,,95135,Refrigerator storage  dumping sewage from recreational vehicle. Trespassing   hazardous materials storage  sanding and painting cars in dirt lot with no spray booth,37.310115,-121.785475,Unknown,11,22,2017,1,17,1
WO-0000427093,2015-04-20 10:43:52,3228 Williamsburg Dr  San Jose  CA 95117  USA,,95117,Illegal dumping outside of location,37.297542,-121.953643,Garbage and Debris,10,43,2015,4,20,0
WO-0000330615,2017-05-27 07:41:41,1015 East San Fernando Street  San Jose  California 95116  United States,,95116,Junk and destroyed trailer,37.344105,-121.868545,Garbage and Debris,7,41,2017,5,27,5
WO-0000335661,2021-10-10 12:20:27,1604 Koch Ln  San Jose  CA 95125  USA,,95125,I guess if Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 25 000 requests  you would think that the government workers would do something.,37.273988,-121.903391,Unknown,12,20,2021,10,10,6
WO-0000447663,2021-01-12 18:00:46,410 Branham Lane East  San Jose  CA  USA,,95111,Corner of Osgood Ct,37.268428,-121.808133,Unknown,18,0,2021,1,12,1
WO-0000175862,2017-08-17 14:16:16,1694 Scotty St,,95122,cs Pompano on parkstrip tv flat screen  came from 1688 scotty,37.336176,-121.840804,Electronic Waste,14,16,2017,8,17,3
WO-0000228549,2021-09-09 00:39:12,6209 Cahalan Avenue  San Jose  CA  USA,,95123,Lawnmower,37.235569,-121.851124,Other,0,39,2021,9,9,3
WO-0000420267,2019-01-25 05:51:15,4335 Funston Dr  San Jose  CA 95136  USA,,95136,Haines Ave and Funston Drive by the curb Philips television huge.,37.268178,-121.864988,Unknown,5,51,2019,1,25,4
WO-0000393610,2019-02-18 01:49:12,Avalani Avenue,,95133,Toaster oven,37.362781,-121.862474,Garbage and Debris,1,49,2019,2,18,0
WO-0000021343,2021-06-29 00:41:59,1804 Tampa Way,,95122,c/s Havana Dr- garbage- pillows- garbage,37.330565,-121.834895,Unknown,0,41,2021,6,29,1
WO-0000239481,2015-07-11 05:01:08,354 - 356 n 5th,,95112,mattresses and couches in park strip,37.343809,-121.89008,Garbage and Debris,5,1,2015,7,11,5
WO-0000154171,2017-12-09 09:17:00,2217 Amberwood Lane  San Jose  California 95132  United States,,95132,Couch and coffee table,37.413469,-121.877738,Furniture,9,17,2017,12,9,5
WO-0000398910,2015-02-27 11:30:26,1656 Midfield Ave  San Jose  CA 95122  USA,,95122,Garbage,37.32944,-121.841499,Unknown,11,30,2015,2,27,4
WO-0000158111,2017-03-25 14:04:13,5901 Chesbro Avenue  San Jose  CA  USA,,95123,Big bag of garbage dumped in my side yard today & it has their address & names in garbage,37.242709,-121.844496,Unknown,14,4,2017,3,25,5
WO-0000037972,2015-10-14 12:24:24,603 Lanfair Drive  San Jose  CA  United States,,95136,Queen sized mattress,37.273247,-121.856395,Mattress,12,24,2015,10,14,2
WO-0000178890,2015-11-10 23:41:14,758 Opal Dr,,95117,Water cooler and tv,37.313879,-121.95231,Garbage and Debris,23,41,2015,11,10,1
WO-0000025466,2016-10-15 04:19:00,Vestal St & N 10th St,,95112,P-1  couch & Mattress on sidewalk-,37.356821,-121.893041,Mattress,4,19,2016,10,15,5
WO-0000240020,2020-10-08 03:45:53,115 Eastwood Court  San Jose  CA  USA,,95116,Couch ,37.353981,-121.860769,Furniture,3,45,2020,10,8,3
WO-0000404734,2021-02-09 15:27:46,2542 Sturla Dr  San Jose  CA 95148  USA,,95148,Someone dumped  trash across the street from our house.,37.321776,-121.801764,Garbage and Debris,15,27,2021,2,9,1
WO-0000248735,2016-05-28 22:29:39,Santiago Ave & Annona Ave,,95122,bookcase  carpet & table,37.328114,-121.822825,Garbage and Debris,22,29,2016,5,28,5
WO-0000390953,2021-03-03 22:35:56,1309 San Tomas Aquino Road  San Jose  CA  USA,,95117,Couch  matress  chair Across the street from this address,37.300643,-121.977346,Garbage and Debris,22,35,2021,3,3,2
WO-0000411809,2018-05-16 21:52:49,3410 Pin Oak Ct,,95148,Chair,37.332995,-121.782918,Furniture,21,52,2018,5,16,2
WO-0000137240,2017-10-19 20:46:03,2759b Story Road  San Jose  California 95127  United States,,95127,Boxes of trash. One box is on the street.,37.351911,-121.8257,Garbage and Debris,20,46,2017,10,19,3
WO-0000335047,2015-11-08 05:45:53,5061 Durban Ct  San Jose  CA 95138  USA,,95138,A family has been living in their motorhome at the above address.  That is fine  during these difficult times.  What the issue is:  they have cleaned their motor home and have left a ton of trash a few yards from their motor home.  I say them moving their trash.  When I brought this up with them  they said it wasn't theirs.  I see it almost daily on my bike rides which run parallel to the street that are parked on.  I have a picture but I don't know how to attach it to this app.  Please contact me with any questions.,37.28307,-121.776616,Unknown,5,45,2015,11,8,6
WO-0000368741,2019-01-24 18:31:08,802 Cape Kennedy Dr  San Jose  CA 95133  USA,,95133,Previously reported dumping added to with another cabinet.,37.371711,-121.863857,Unknown,18,31,2019,1,24,3
WO-0000261394,2021-09-04 11:47:43,43 Cottage Grove Avenue  San Jose  California 95110  United States,,95110,Illegal dumping,37.313934,-121.872833,Unknown,11,47,2021,9,4,5
WO-0000413922,2017-03-10 13:46:01,Autumn Ridge Lane  San Jose  CA 95132  USA,,95132,The TV monitor is leaning against a tree on the right side of the Autumn Ridge Lane.,37.403419,-121.846931,Electronic Waste,13,46,2017,3,10,4
WO-0000106224,2016-11-05 17:30:25,3190 Impala Dr  San Jose  CA 95117  USA,,95117,Bed set,37.295781,-121.952688,Furniture,17,30,2016,11,5,5
WO-0000088428,2020-05-12 12:15:19,Rogers Av and Junction Av,,95112,Huge pile of garbage on street and curb. Needs HEAVY EQUIPMENT,37.373225,-121.907719,Unknown,12,15,2020,5,12,1
WO-0000254266,2016-10-10 18:35:19,1762 Caloosa Ct,,95131,Carpet and bike,37.380993,-121.877852,Garbage and Debris,18,35,2016,10,10,0
WO-0000416005,2017-01-27 17:05:51,1306 Alvernaz Dr  San Jose  CA 95121  USA,,95121,mattress headboard,37.296775,-121.814668,Unknown,17,5,2017,1,27,4
WO-0000241918,2019-12-25 08:42:09,1520 Scott Street  San Jose  California 95126  United States,,95126,Mattress springs,37.319486,-121.917537,Mattress,8,42,2019,12,25,2
WO-0000429343,2020-08-14 04:24:47,2509 Logsden Way,,95122,mattress blocking sidewalk,37.348794,-121.828171,Garbage and Debris,4,24,2020,8,14,4
WO-0000334049,2020-03-04 17:17:46,1404 E San Antonio St,,95116,Car seat,37.345938,-121.860821,Garbage and Debris,17,17,2020,3,4,2
WO-0000157748,2018-12-01 16:54:53,3050 Alviena Dr,,95133,Trash in middle of street,37.376443,-121.838136,Unknown,16,54,2018,12,1,5
WO-0000042527,2016-06-12 16:55:30,653 Albanese Circle  San Jose  CA  United States,,95111,Over 1 month  Glass table top. On the sidewalk.,37.308456,-121.845314,Garbage and Debris,16,55,2016,6,12,6
WO-0000034833,2020-06-04 15:51:34,581 Leigh Ave,,95128,actually Parkmoor Ave- on side of address- mattress- boxsprings- sofa-,37.317419,-121.924076,Garbage and Debris,15,51,2020,6,4,3
WO-0000275880,2018-01-25 08:52:33,3200 Water Street  San Jose  California 95111  United States,,95111,Plastic tub full garbage and used syringes right infront of Captain J Dahl preschool building.,37.288942,-121.840283,Unknown,8,52,2018,1,25,3
WO-0000013828,2021-04-07 11:56:57,Montgomery and Julian,,95110,SD,37.335364,-121.903348,Unknown,11,56,2021,4,7,2
WO-0000030238,2016-01-21 20:53:39,4525 Moorpark Ave,,95129,cs Hazel Dell Wy desk,37.316115,-121.981228,Garbage and Debris,20,53,2016,1,21,3
WO-0000334038,2016-04-12 17:54:00,2722 Fontaine Road  San Jose  California 95121  United States,,95121,Closest intersection Carmen Court,37.31234,-121.824959,Unknown,17,54,2016,4,12,1
WO-0000428104,2015-01-20 20:26:55,5735 Cahalan Ave  San Jose  CA 95123  USA,,95123,Illegal Dumping,37.247809,-121.847626,Other,20,26,2015,1,20,1
WO-0000141514,2020-10-29 06:09:38,694 Creekfield Dr  San Jose  CA 95136  USA,,95136,Someone dumped a bunch of clothing and trash in the Cul de sac of our neighborhood.  Please remove.  Thank you!,37.281422,-121.866196,Garbage and Debris,6,9,2020,10,29,3
WO-0000079169,2018-10-10 21:18:54,900-948 East William Street  San Jose  CA 95116,,95116,Mattress  toilet and shopping cart dumped on parkstrip of East William,37.33902,-121.8658,Garbage and Debris,21,18,2018,10,10,2
WO-0000007988,2021-09-25 19:27:09,Martha and 2nd,,95110,Alley #15 from Martha to Virginia btwn 2nd & 3rd st,37.323115,-121.879426,Unknown,19,27,2021,9,25,5
WO-0000428572,2017-02-04 22:15:30,5402 Carls Ct  San Jose  CA 95123  USA,,95123,On Hayes Ave. .A TV dumped face down ,37.256378,-121.809039,Electronic Waste,22,15,2017,2,4,5
WO-0000036840,2015-02-20 09:52:39,2492 Almaden Rd,,95125,Almaden Expressway 2 couches,37.286312,-121.882547,Unknown,9,52,2015,2,20,4
WO-0000056237,2015-03-25 16:45:26,584-628 Keyes Street  San Jose  CA 95112,,95112,Illegal dumping on both sides of Keyes,37.3256,-121.866,Unknown,16,45,2015,3,25,2
WO-0000263614,2019-03-28 21:28:39,4243 Colombo Dr  San Jose  CA 95130  USA,,95130,Dumping in front of the house with mean demeanor. Pi,37.296383,-121.97727,Unknown,21,28,2019,3,28,3
WO-0000030734,2020-12-18 19:41:13,823 Yerba Buena Rd,,95111,Chair,37.28928,-121.819687,Garbage and Debris,19,41,2020,12,18,4
WO-0000102292,2018-12-29 21:41:07,1159-1171 Mesa Drive  San Jose  California  95118  United States,,95118,Rifrigerator stove,37.248188,-121.877556,Unknown,21,41,2018,12,29,5
WO-0000282442,2015-10-12 10:02:03,1896 Norseman Dr,,95133,3 bags of garbage,37.368776,-121.861087,Garbage and Debris,10,2,2015,10,12,0
WO-0000222204,2021-03-29 19:06:11,Bengal Drive,,95111,Cart,37.264203,-121.815433,Other,19,6,2021,3,29,0
WO-0000386189,2017-04-19 14:24:00,545 Northlake Dr  San Jose  CA 95117  USA,,95117,We have someone left sofa and bed frame left in front of our apartment with cloth bags and other junk as given in photos.  Please help to take care of it. Health hazard in current covid situation,37.317482,-121.968392,Garbage and Debris,14,24,2017,4,19,2
WO-0000278388,2019-01-17 09:42:28,Buena Vista Ave. and San Carlos,,95126,Sheet rock and other material dumped.,37.323517,-121.918926,Garbage and Debris,9,42,2019,1,17,3
WO-0000447933,2020-01-22 08:48:13,Sebastian Borello Dr  San Jose  CA  USA,,95148,I live on 2722 Croft Drive San Jose  CA and Sebastian Borello Dr is right infront of my house. The entire street fill with trash for 2 years and need clean up badly.,37.317494,-121.793376,Unknown,8,48,2020,1,22,2
WO-0000420171,2018-07-22 12:49:26,1180 Brace Ave  San Jose  CA 95125  USA,,95125,Another week of furniture and appliances building up at this apartment building. This is just a fraction of what is building up in front. Can  you contact the landlord ?,37.303187,-121.901684,Furniture,12,49,2018,7,22,6
WO-0000110316,2017-04-24 10:04:39,3080 David Ave  San Jose  CA 95128  USA,,95128,3 couches. 1 chair. 3 a/c units in the park strip,37.297325,-121.949181,Garbage and Debris,10,4,2017,4,24,0
WO-0000432408,2019-02-20 05:46:17,468 S 6th St  San Jose  CA 95112  USA,,95112,William and s 6th St  Couch,37.331928,-121.880317,Furniture,5,46,2019,2,20,2
WO-0000123045,2017-04-10 11:15:09,476 South 9th Street  San Jose  California 95112  United States,,95112,Furniture on park strip.,37.333206,-121.876816,Unknown,11,15,2017,4,10,0
WO-0000231448,2021-09-20 19:43:14,bikini ave & nisich ct,,95122,garb bags on handicap ramp,37.317335,-121.833975,Garbage and Debris,19,43,2021,9,20,0
WO-0000142701,2017-10-01 23:06:37,388 South Buena Vista Avenue  San Jose  California 95126  United States,,95126,Mattress,37.321546,-121.919009,Mattress,23,6,2017,10,1,6
WO-0000136529,2016-01-13 17:05:54,Ocala Ave & Hopkins,,95122,clothing & Trash,37.334882,-121.829052,Unknown,17,5,2016,1,13,2
WO-0000099697,2021-08-31 07:10:50,4227-4249 Palisade Drive  San Jose  California  95111  United States,,95111,Mattress and couch along palisade Drive corner Faris Drive and Burman Drive,37.285141,-121.813904,Garbage and Debris,7,10,2021,8,31,1
WO-0000159774,2018-12-08 14:16:44,1053 S 9th St,,95112,2 mattresses,37.32429,-121.870559,Unknown,14,16,2018,12,8,5
WO-0000097573,2020-02-04 02:09:22,567  Columbia Avenue  San Jose  California  95126  United States,,95126,Various--mattress  bedroom furniture  tv,37.324521,-121.899263,Mattress,2,9,2020,2,4,1
WO-0000000156,2018-02-06 22:20:55,Velasco Dr @ Don Octavio Ct,,95123,(3413) responded-  bags of garbage scattered along street & 1 cabinet-,37.252807,-121.839719,Unknown,22,20,2018,2,6,1
WO-0000005648,2018-06-01 18:53:24,Willard Avenue,,95126,CS none - mattress,37.32186,-121.917164,Unknown,18,53,2018,6,1,4
WO-0000025088,2018-06-11 06:19:38,Muirfield Drive,,95116,c/s Sierra Meadow- Boxes-5 matttresss-,37.357859,-121.838698,Garbage and Debris,6,19,2018,6,11,0
WO-0000209603,2020-05-05 17:08:26,438 South Buena Vista Avenue  San Jose  California 95126  United States,,95126,Junk,37.320683,-121.918912,Unknown,17,8,2020,5,5,1
WO-0000182267,2020-01-14 23:41:50,3471 Madrid Dr,,95132,debris out in front,37.419093,-121.864155,Garbage and Debris,23,41,2020,1,14,1
WO-0000000290,2019-07-14 08:56:26,1149 Eden Ave and Oxford Ln,,95117,ID# 196568 1 cart-,37.30519,-121.954543,Unknown,8,56,2019,7,14,6
WO-0000074639,2017-03-08 17:01:18,Metcalf Rd & Monterey Rd,,95139,up metcalf 1/2-1 mile pile of debris,37.226422,-121.751255,Unknown,17,1,2017,3,8,2
WO-0000393271,2015-10-24 21:34:20,3 Calle Galondrina  San Jose  CA 95111  USA,,95111,Trashy everywhere why no clean up,37.256732,-121.802541,Unknown,21,34,2015,10,24,5
WO-0000438627,2021-12-26 12:34:36,179n N 6th St  San Jose  CA 95112  USA,,95112,Sidewalk,37.341462,-121.887421,Unknown,12,34,2021,12,26,6
WO-0000017528,2016-10-15 00:22:00,98 N 10th St,,95112,P-1   c/s E St John -   Sofa on sidewalk,37.34207,-121.881992,Unknown,0,22,2016,10,15,5
WO-0000418122,2016-02-05 02:01:54,1511 Kooser Rd,,95118,Junk,37.2442,-121.895102,Garbage and Debris,2,1,2016,2,5,4
WO-0000385037,2017-06-21 17:15:33,Spreckles Avenue,,95134,Table and can of paint,37.433601,-121.967621,Furniture,17,15,2017,6,21,2
WO-0000302141,2019-09-02 11:05:45,998 Hampswood Way,,95120,Garbage bags,37.204731,-121.839623,Garbage and Debris,11,5,2019,9,2,0
WO-0000180759,2017-05-21 22:10:23,1576 Midfield Ave  San Jose  CA 95122  USA,,95122,There is a suitcase and a couple of containers in front of this house,37.331085,-121.842361,Unknown,22,10,2017,5,21,6
WO-0000336974,2018-05-14 17:45:32,3205 Lone Bluff Way  San Jose  CA 95111  USA,,95111,3205 lonebluff  refrigerator,37.29458,-121.837326,Other,17,45,2018,5,14,0
WO-0000309150,2018-10-09 08:02:13,352 N 10th St,,95112,Tv and stand,37.346196,-121.885057,Furniture,8,2,2018,10,9,1
WO-0000175111,2020-03-21 03:06:13,5380 Sigrid Way  San Jose  CA  USA,,95123,Maria Borrayo/408-826-2683. Caller states multiple people have been dumping trash on the street bat the address provided. It has been there for over a week. She stated she tried to report it to her HOA they told her to go to the city.,37.256808,-121.823466,Unknown,3,6,2020,3,21,5
WO-0000291984,2021-11-23 08:22:45,1125 Ranchero Way  San Jose  CA 95117  USA,,95117,Love seat sectional  with cushion  twin size and possible queen size mattress and box springs  in front of Complex sign at south of building. Across the street at 1120  love seat and coffee table. Due to them being left in the rain  Green Team refuse pickup  illegal or not.,37.305333,-121.973661,Unknown,8,22,2021,11,23,1
WO-0000095931,2018-09-22 09:51:07,Yerba Buena & Thainwood Wy,,95121,shopping cart,37.298004,-121.797762,Other,9,51,2018,9,22,5
WO-0000266344,2015-01-10 13:43:00,2552 Suisun Ave  San Jose  CA 95121  USA,,95121,Garbage  carpet  Misc items,37.30826,-121.79431,Garbage and Debris,13,43,2015,1,10,5
WO-0000234249,2016-11-09 11:31:21,3203 Everdale Dr,,95148,Cabinet,37.315296,-121.802365,Furniture,11,31,2016,11,9,2
WO-0000143370,2018-08-27 12:44:24,3780 Aborn Road  San Jose  California 95148  United States,,95135,Various debris including furniture and door.,37.31842,-121.762031,Unknown,12,44,2018,8,27,0
WO-0000357363,2021-02-07 16:46:09,1264 Grand Blvd  San Jose  CA 95002  USA,,95002,No comment provided,37.426081,-121.97154,Unknown,16,46,2021,2,7,6
WO-0000138552,2017-05-17 05:07:05,1482 Rue Avati  San Jose  California 95131  United States,,95131,Just got back from vacation and someone dumped a lot of trash on the side. Been seeing this a lot on that corner,37.384587,-121.879354,Unknown,5,7,2017,5,17,2
WO-0000352928,2020-09-27 17:27:49,1505 Industrial Ave  San Jose  CA 95112  USA,,95112,mattress. box spring other misc items,37.370263,-121.90015,Garbage and Debris,17,27,2020,9,27,6
WO-0000437340,2016-01-12 21:42:41,138 Margaret St  San Jose  CA 95112  USA,,95112,Items dumped in the fire lane Red Zone blocking the street,37.327054,-121.879703,Unknown,21,42,2016,1,12,1
WO-0000063943,2016-08-30 18:26:38,405 S 8th St,,95112,E San Fernando- mattress & TV,37.333275,-121.878732,Other,18,26,2016,8,30,1
WO-0000153168,2021-12-18 22:40:38,1208 Serene Valley Court  San Jose  CA  USA,,95120,A box spring out on the street for a few days.,37.213956,-121.859241,Unknown,22,40,2021,12,18,5
WO-0000273824,2015-05-30 07:02:11,White rd. And Reece,,95127,Water cooler and a fish tank on the sidewalk,37.385202,-121.843252,Unknown,7,2,2015,5,30,5
WO-0000419647,2021-03-22 12:03:41,54 S 26th St,,95116,Junk,37.346978,-121.865072,Garbage and Debris,12,3,2021,3,22,0
WO-0000064318,2016-04-26 20:23:15,503 S Kiely Boulevard  Santa Clara  CA,,95117,c/s Northlake Dr - 3 mattresses- table- chairs- plastic,37.319872,-121.970071,Other,20,23,2016,4,26,1
WO-0000310464,2019-04-06 14:57:57,1604 Koch Terrace  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. Its license number is 6tiy589. Hey government workers! Time to get to work. I’m proud of you for closing my requests – even on the weekend. I hope these provide an additional opportunity for you! Please address the RV that’s on the RV at Husted and Booksin.,37.274002,-121.903196,Unknown,14,57,2019,4,6,5
WO-0000434221,2018-12-09 04:26:32,1691 Sundown Ln  San Jose  CA 95127  USA,,95127,Junk,37.34489,-121.815734,Garbage and Debris,4,26,2018,12,9,6
WO-0000342962,2019-05-13 19:24:48,1607 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 35 000 requests  you would think that the government workers would do something.,37.27413,-121.90348,Unknown,19,24,2019,5,13,0
WO-0000154124,2019-06-15 19:13:50,5051 Moorpark Ave  San Jose  CA 95129  USA,,95129,Someone dumped an oven on Moorpark across the street from 5051 Moorpark,37.310572,-121.991142,Garbage and Debris,19,13,2019,6,15,5
WO-0000437638,2018-03-09 20:52:45,2039 Lanai Ave  San Jose  CA 95122  USA,,95122,Cunningham ave,37.325954,-121.834282,Unknown,20,52,2018,3,9,4
WO-0000215850,2015-01-09 02:59:35,500 Umbarger Road  San Jose  California 95111  United States,,95111,Dumped mattresses and tire,37.300232,-121.844093,Unknown,2,59,2015,1,9,4
WO-0000140828,2015-11-21 03:55:36,79 Elodie Way  San Jose  California 95116  United States,,95116,8 mattresses / 6 recliners / 4 couches / 2 refrigerators / 2 dressers / bags of trash,37.362203,-121.84139,Other,3,55,2015,11,21,5
WO-0000023380,2015-12-09 04:35:05,Coyote Rd & Archcove Ct,,95111,NB - tire- hub cap- vehicle seat-,37.272216,-121.797968,Garbage and Debris,4,35,2015,12,9,2
WO-0000175798,2016-08-15 10:16:58,3216 Neal Ave  San Jose  CA 95117  USA,,95117,This couch is directly across street from noted address. Was in street blocking water to sewer and put oncurb.,37.311566,-121.953099,Unknown,10,16,2016,8,15,0
WO-0000300648,2017-07-08 11:06:01,3995 Leigh Ave  San Jose  CA 95124  USA,,95124,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done.,37.258451,-121.922178,Unknown,11,6,2017,7,8,5
WO-0000004094,2018-02-23 22:27:48,cinnabar and montgomery,,95110,cart,37.337184,-121.905355,Unknown,22,27,2018,2,23,4
WO-0000081821,2021-12-20 20:13:45,1420-1426 Donohue Dr  San Jose  CA 95131  USA,,95131,171214-000333 order was closed but items are still sitting on the corner.  Please pickup ASAP since this was reported several weeks ago,37.385582,-121.875623,Garbage and Debris,20,13,2021,12,20,0
WO-0000391409,2021-06-15 08:16:16,550 Piercy Rd  San Jose  CA 95138  USA,,95138,Garbage bags  sofas and boxes at 2 spots before light pole 18U87,37.255283,-121.772506,Garbage and Debris,8,16,2021,6,15,1
WO-0000346014,2019-06-11 03:11:36,1604 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 40 000 requests  you would think that the government workers would do something.,37.274025,-121.903304,Unknown,3,11,2019,6,11,1
WO-0000199360,2020-06-19 21:36:21,550 S 4th St  San Jose  CA 95112  USA,,95112,Palette,37.329418,-121.88092,Garbage and Debris,21,36,2020,6,19,4
WO-0000091415,2015-08-12 04:06:50,forest & pineview,,95117,on sidewalk broken fluroscent light & cardboard box. tv,37.327221,-121.954434,Garbage and Debris,4,6,2015,8,12,2
WO-0000091578,2017-06-07 05:35:13,1280 Peach Court  San Jose  CA 95116,,95116,Sofa dumped in parkstrip at 1270 Peach,37.34356,-121.861,Furniture,5,35,2017,6,7,2
WO-0000419358,2019-02-15 22:12:02,1090 Luther Ave  San Jose  CA 95126  USA,,95126,TV and a chair,37.327796,-121.910965,Furniture,22,12,2019,2,15,4
WO-0000439902,2020-05-29 05:57:30,719 Locust St  San Jose  CA 95110  USA,,95110,Next to sidewalk,37.322453,-121.887818,Unknown,5,57,2020,5,29,4
WO-0000104607,2016-06-27 06:52:35,198 Hillsdale Avenue  San Jose  CA  USA,,95136,2 Matress,37.280854,-121.847632,Mattress,6,52,2016,6,27,0
WO-0000316701,2020-03-08 07:10:22,2146 S King Rd,,95122,C/s Pensacola Dr. furniture,37.326583,-121.829639,Furniture,7,10,2020,3,8,6
WO-0000119439,2016-05-19 20:47:32,779 Deland Ave  San Jose  CA 95128  USA,,95128,Couch and mattress and box spring in street ; cross street is Kingman Ave,37.31317,-121.916332,Unknown,20,47,2016,5,19,3
WO-0000152277,2015-04-15 02:03:45,2556 Dumont Circle  San Jose  California 95122  United States,,95122,Junk people think this a dumpster I have reported several times maybe house owner should get a fine ro,37.345905,-121.82753,Unknown,2,3,2015,4,15,2
WO-0000188404,2015-03-31 21:22:05,1512 Midfield Ave  San Jose  CA 95122  USA,,95122,Sofas and grill dump across the street from 1512 Midfield,37.332096,-121.843254,Unknown,21,22,2015,3,31,1
WO-0000454161,2017-10-09 12:22:38,Golf Course Lane & Oak Brook Circle,,95139,bassinet and a giant box for a Samsung tv,37.223442,-121.776226,Unknown,12,22,2017,10,9,0
WO-0000083174,2017-02-24 20:05:37,4788-4796  Rue Lyon  San Jose  California  95136  United States,,95136,Dumped shopping cart in front of 4788 turn lyon,37.264766,-121.82773,Other,20,5,2017,2,24,4
WO-0000103321,2021-12-06 03:04:58,1601 Tierra Buena Drive  San Jose  California  95121  United States,,95121,Black bag of trash,37.314579,-121.824463,Garbage and Debris,3,4,2021,12,6,0
WO-0000303349,2016-10-19 16:29:25,4352 Latimer Ave,,95130,couch on park strip,37.294044,-121.979703,Unknown,16,29,2016,10,19,2
WO-0000166426,2018-02-04 18:03:10,926 Delta Court  San Jose  CA  USA,,95122,I have called and sent many emails and havent gotten a response. What started off as just a sofa & some items has now turned into a huge mess.  this morning my staff had to push it back to allow our cars to pass. See pictures.,37.329285,-121.855781,Unknown,18,3,2018,2,4,6
WO-0000412442,2016-07-27 02:26:36,Bernard St  San Francisco  CA  USA,,95110,Pomona  Illegal dumping of used motor oil,37.308527,-121.872416,Unknown,2,26,2016,7,27,2
WO-0000388011,2016-08-02 15:01:34,988 N 17th St  San Jose  CA 95112  USA,,95112,Misc trash bag .. tires,37.36228,-121.887513,Unknown,15,1,2016,8,2,1
WO-0000444998,2017-02-02 03:41:38,1512 Midfield Ave  San Jose  CA 95122  USA,,95122,Next to sound wall,37.332026,-121.84327,Garbage and Debris,3,41,2017,2,2,3
WO-0000322679,2016-11-19 13:22:34,2300 S King Rd  San Jose  CA 95122  USA,,95122,Chair and other unknown item dumped here,37.324267,-121.827326,Garbage and Debris,13,22,2016,11,19,5
